cluster	topic	roleset	prop name	prop rol desc	arg0	arg1	argL	argT	example
operate | supply | use	43	power.01	to supply with power	0: source of power | 1: entity supplied with power	chips	personal computers			The deal , which had been anticipated for over a year , gives AMD high-end graphics technology and bolsters the company 's strategy to overtake Intel as the dominant supplier of chips that <m> power </m> personal computers and other devices .
operate | supply | use	40	power.01	to supply with power	0: source of power | 1: entity supplied with power	Ivy Bridge	MacBook Air	NA	06	Apple unveils cheaper Ivy Bridge - <m> powered </m> MacBook Air
do | execute | enact	36	practice.01	practice	0: practicer | 1: skill	two leaders	polygamy	Canada	NA	Two top leaders of a polygamous community in western Canada have been arrested and charged with <m> practicing </m> polygamy , British Columbia 's attorney general said Wednesday
prearrage | advance | request	42	preorder.01	request before needed	0: orderer | 1: thing ordered	business customers	BlackBerry Q10	NA	04	BlackBerry's ( NASDAQ : BBRY ) new Q10 smartphone will be available for <m> preorder </m> for business customers on T - Mobile's website April 29 , according to an online statement by the carrier .
request | sign_up | enroll	42	preregister.01	register officially in advance	0: entity registering something | 1: thing registered	T-Mobile business customers				T - Mobile has announced that it will be carrying the keyboard touting Q10 , with <m> pre - registration </m> starting on April 29th .
give | show | display	36	present.01	give	0: giver | 1: thing given	prosecutors	report.01	Texas	08	They <m> presented </m> a DNA report that showed that Jeffs had fathered a child with the 15 year old .
force | cause | effort	41	pressure.01	apply pressure, pressure someone to do something	0: presser | 1: pressed (on)	attack.01	Prime Minister Ehud Olmert	Hamas	NA	The attack on the school has caused widespread shock across Israel , intensifying <m> pressure </m> on Prime Minister Ehud Olmert to reach a ceasefire .
cost | assign | value	42	price.01	assign/identify the price of, cf cost	0: seller, pricer | 1: commodity	T-Mobile	BlackBerry Q10	NA	04	T - Mobile confirmed in an email that its business customers will have the opportunity to register for the device starting next week on April 29th , with availability and <m> pricing </m> details to follow at a later date .
issue | affair | concern	44	problematic.01	constituting a problem	0: problematic entity/situation | 1: further description of the nature of the problem	transact.01	potential	NA	NA	Overall , my take is that this transaction sounds great in theory , but there many potential <m> pitfalls </m> .
go_through | face | proceed	43	process.01	do something to, putting through the steps of a procedure	0: processor | 1: thing processed	AMD microprocessors				`` Together we intend to create a <m> processing </m> powerhouse , '' said Hector Ruiz , chairman and chief executive of AMD , during a teleconference to announce the deal .
cause | start | initiate	37	prompt.01	cause an event	0: causer, prompter | 1: event	earthquake.02	warn.01	Manokwari	NA	As aid started to arrive , hundreds of aftershocks continued to rattle the coastal city which was hit by the 7.6 and 7.5 magnitude quakes early on Sunday , cutting power and <m> prompting </m> a brief tsunami warning .
give | use | make	44	provide.01	cf give	0: provider | 1: thing provided	deal.01	exit.01			Hewlett - Packard agreed to buy EYP Mission Critical Facilities , a data center engineering firm , for an undisclosed sum in a deal that will <m> provide </m> an exit for TA Associates .
give | use | make	38	provide.01	cf give	0: provider | 1: thing provided	power plants	energy	North Bay	NA	The temblor occurred at 9:27 a.m. , 13 miles east of Cloverdale and 2 miles southeast of The Geysers , where geothermal forces by more than 20 power plants are harnessed to <m> provide </m> energy for several North Bay counties .
buy | bid | acquire 	44	purchase.01	buy	0: purchaser | 1: thing purchased	HP	EDS		26 August 2008	Earlier this month Hewlett-Packard unveiled a bid of nearly $ 14 billion bid to <m> purchase </m> EDS .
buy | bid | acquire 	43	purchase.01	buy	0: purchaser | 1: thing purchased	AMD	ATI		25 October 2006	Yesterday Advanced Micro Devices Inc. ( AMD ) , a leading global CPU maker , announced its <m> purchase </m> of Canada-based graphics chips maker ATI Technologies Inc. in a US $ 5.4 billion deal that many said would help AMD compete more effectively with Intel Corp. , its largest-in-the-world rival .
display | show | demonstrate	36	put_on.08	assume, acquire, wear, stage	0: wearer | 1: clothing/role/act	prosecutors	evidence	Texas	08	Prosecutors Tuesday <m> put on </m> the most shocking evidence yet in the trial of Warren Jeffs , who is charged with sexually assaulting underage girls .
cause | force | make	43	put.03	result, attributive	0: putter | 1: thing put	move.02	AMD			Advanced Micro Devices announced Wednesday it is buying low - power server vendor SeaMicro , a surprise move that <m> puts </m> AMD in the systems business and disrupts Intel by acquiring one of its close partners .
increase | elevate | hoist	41	raise.01	move upward, quantifiably or metaphorically, (cause of) upward movement/increase	0: Agent | 1: Logical subject, patient, thing rising	South Sudan	tense.01	South Sudan	11	A refugee camp in South Sudan's Unity state was bombed on Thursday , South Sudan officials and witnesses said , threatening to <m> raise </m> tensions with Sudan .
assault | offense | sex	36	rape.01	to assault sexually	0: assaulter, agent | 1: victim	Warren Jeffs	two girls	Texas	07	Jeffs is charged with two counts of sexual assault for <m> raping </m> two under - aged girls and fathering a child with one of the girls .
uncommon | infrequent | scarce	38	rare.02	uncommon, infrequent	1: uncommon thing	earthquake.02	NA	California Geysers	NA	This one is pretty <m> rare </m> for the Geysers .
record | evaluate | assess	38	rate.01	establish value or worth, evaluation	0: rater / entity establishing value | 1: entity being evaluated	US Geological Survey	earthquake	Cobb	NA	The 4.2-magnitude earthquake was recorded at approximately 9:27 a.m. Sunday , according to the US Geological Survey , which originally had <m> rated </m> the quake as 4.4 in magnitude .
tremble | shake | rock	38	rattle.01	cause to shake	0: shaker | 1: thing shaking	earthquake.02	Sonoma County	Sonoma County	03	An earthquake measuring 4 . 6 <m> rattled </m> Sonoma and Lake counties early Thursday , according to the U . S . Geological Survey .
shake | tremble | tremor	37	rattle.01	cause to shake	0: shaker | 1: thing shaking	earthquake.02	Indonesia's West Papua	Indonesia's Aceh	07	A strong earthquake <m> rattled </m> Indonesia 's West Papua province Wednesday just days after a powerful quake levelled buildings and killed one person , the United States Geological Survey said .
attain | conclude | end	44	reach.01	arrive at an end state, outcome or destination, get to, attain	0: thing striving | 1: goal, destination, end state, thing attained	HP	agree.01			`` There can be no assurances that an agreement will be <m> reached </m> or that a transaction will be consummated , '' HP said in a statement .
attain | conclude | end	43	reach.01	arrive at an end state, outcome or destination, get to, attain	0: thing striving | 1: goal, destination, end state, thing attained	battle.01	critical.02		24 July 2006	The pitched battle for supremacy in the chip-making market <m> reached </m> a critical phase yesterday with Advanced Micro Devices ( AMD ) in Sunnyvale , Calif . announcing its decision to acquire Canadian graphic cards manufacturer ATI Technologies ( ATI ) .
attain | conclude | end	41	reach.01	arrive at an end state, outcome or destination, get to, attain	0: thing striving | 1: goal, destination, end state, thing attained	NA	ceasefire.01	Hamas	NA	The attack on the school has caused widespread shock across Israel , intensifying pressure on Prime Minister Ehud Olmert to <m> reach </m> a ceasefire .
contact | discuss | get_hold	44	reach.02	get in contact with (often over the phone)	0: reacher | 1: reached	HP	new customers			Hewlett-Packard CEO Mark Hurd believes that the $ 13 billion acquisition of Electronic Data Systems will help build out HP 's enterprise services offerings and `` accelerate '' the company 's <m> reach </m> into new accounts , he said .
outstretch | grasp | stretch	44	reach.03	stretch, grasp, move (as if a limb) outwards toward a goal	0: reacher | 1: body part	HP				Extending its <m> reach </m> into the ripening green - consulting space , HP today announced the acquisition of EYP Mission Critical Facilities , a consulting company specializing in strategic technology planning , design and operations support for large - scale datacenters .
expand | span | grow	43	reach.04	span (static)	1: thing spanning	Intel	NA	NA	NA	Our view of the Advanced Micro Devices / ATI Technologies deal is that it 's the last major move AMD needed to make to match Intel 's <m> breadth </m> in the processor market ( now that Intel has shed its communications processor business ) .
refuse | fight | resist	41	rebel.01	to refuse allegiance to	0: rebel, agent | 1: against whom/what	Sudanese	Sudan	South Sudan	11	Nevertheless , on Thursday afternoon an Antonov bomber dropped four bombs on the South Sudanese area of Yida , hitting a refugee camp of roughly 21 , 000 people , some of them northern Sudanese who had crossed the border since the <m> rebellion </m> in Sudan began .
endorse | advocate | nominate	45	recommend.01	recommend, endorsing	0: Recommender | 1: recommendation	jury	sentence.01		13 December 2004	The same jury that <m> recommended Peterson 's penalty </m> found him guilty of the first-degree murder of his wife and the second-degree murder of his unborn child .
rate | evaluate | assess	38	record.01	make a permanent record	0: recorder | 1: record	US Geological Survey	earthquake.02	North Bay	03	An earthquake with a preliminary magnitude of 4 . 6 was <m> recorded </m> in the North Bay this morning , according to the U . S . Geological Survey .
remedy | fix | repair	37	recover.01	get better	1: that which was sick, now getting better	country	disaster.01	NA	NA	A series of earthquakes killed a 10-year-old girl and injured dozens Sunday in remote eastern Indonesia and briefly triggered fears of another tsunami in a country still <m> recovering </m> from such a disaster in 2004 .
